Vertical lines
7: 2 3
41: 2 3
7: 3 11
41: 3 11
7: 11 17
41: 11 17
7: 17 21
41: 17 21
7: 21 29
41: 21 29
10: 29 30
38: 29 30
10: 30 34
38: 30 34
18: 34 42
38: 34 42
18: 42 47
34: 42 47
Horizontal lines
2: 7 10
29: 7 10
2: 10 18
34: 10 18
2: 18 19
47: 18 19
2: 19 23
47: 19 23
2: 23 24
47: 23 24
2: 24 34
47: 24 34
2: 34 38
42: 34 38
2: 38 41
29: 38 41
