Vertical lines
33: 2 6
35: 2 6
2: 6 7
37: 6 7
2: 7 17
44: 7 17
2: 17 24
44: 17 24
2: 24 30
44: 24 30
2: 30 36
44: 30 36
2: 36 45
44: 36 45
2: 45 46
37: 45 46
Horizontal lines
6: 2 4
46: 2 4
6: 4 18
46: 4 18
6: 18 30
46: 18 30
6: 30 32
46: 30 32
6: 32 33
46: 32 33
2: 33 35
46: 33 35
6: 35 37
46: 35 37
7: 37 44
45: 37 44
